Compound,Date,Media Source,Negative,Neutral,Positive,Tweet,Tweets Ago
0.0,Thu Mar 29 07:41:04 +0000 2018,CNN,1.0,0.0,0.0,Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead https://t.co/AoxqHuBT4h,66
0.5719,Thu Mar 29 07:40:05 +0000 2018,CNN,0.709,0.0,0.291,Is art for pleasure or politics? https://t.co/Tht9kPmomp via @CNNStyle https://t.co/j216s534ZQ,67
-0.765,Thu Mar 29 07:22:05 +0000 2018,CNN,0.577,0.423,0.0,Disgraced Aussie cricketers returning home after ball tampering ban https://t.co/aCnN6T0EuB https://t.co/L29OhHuw8Y,68
-0.7845,Thu Mar 29 07:15:02 +0000 2018,CNN,0.588,0.341,0.071,Major companies are rushing to cut ties with top Australian cricket players who have been banned for cheating https://t.co/tADMGFEDRp,69
0.5267,Thu Mar 29 06:55:24 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/QUhA0Y7TPB,70
-0.5574,Thu Mar 29 06:43:06 +0000 2018,CNN,0.854,0.146,0.0,"At least 68 people have died in a blaze that engulfed a jail in the Venezuelan city of Valencia, according to the c… https://t.co/FVr5jPb0kM",71
0.2263,Thu Mar 29 06:42:21 +0000 2018,CNN,0.675,0.135,0.19,Boy in viral hug photo missing after family's car plunges off cliff https://t.co/nwFQnyi1GS,72
0.0,Thu Mar 29 06:31:05 +0000 2018,CNN,1.0,0.0,0.0,"13,000-year-old footprints were found off the Canadian coast https://t.co/bOr0PIbBNC https://t.co/TXFETKOcG4",73
0.0,Thu Mar 29 06:24:05 +0000 2018,CNN,1.0,0.0,0.0,"Kim Jong Un and Moon Jae-in are going to meet on April 27th for the first time since 2007, the two countries announ… https://t.co/DBjzJS8ErG",74
0.5267,Thu Mar 29 06:16:59 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/hbxtGVh4cr,75
-0.5267,Thu Mar 29 06:10:06 +0000 2018,CNN,0.707,0.212,0.082,"Trump's three-front legal war turns on sex, money and Russia | Analysis by @StCollinson https://t.co/WQOP3ShEXE https://t.co/jpwG3XLWym",76
0.0,Thu Mar 29 06:07:33 +0000 2018,CNN,1.0,0.0,0.0,RT @cnni: Historic meeting of North and South Korean leaders set for April 27th https://t.co/MCWvkJbFcp,77
0.0,Thu Mar 29 06:01:02 +0000 2018,CNN,1.0,0.0,0.0,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/zXJxncqU4g",78
0.0,Thu Mar 29 05:50:05 +0000 2018,CNN,1.0,0.0,0.0,"Nearly six years after being shot in the face and neck by the Taliban for advocating for the rights of girls, 20-ye… https://t.co/KczXJChwpU",79
-0.5106,Thu Mar 29 05:46:06 +0000 2018,CNN,0.829,0.171,0.0,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/7Nvy0XQNON",80
0.0,Thu Mar 29 08:48:13 +0000 2018,CNN,1.0,0.0,0.0,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U",81
0.0,Thu Mar 29 08:37:38 +0000 2018,CNN,1.0,0.0,0.0,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0",82
0.0,Thu Mar 29 08:24:44 +0000 2018,CNN,1.0,0.0,0.0,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk",83
0.0,Thu Mar 29 08:14:30 +0000 2018,CNN,1.0,0.0,0.0,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/i2Xjjj1QmY https://t.co/z00NIFgHiO,84
-0.3182,Thu Mar 29 07:51:06 +0000 2018,CNN,0.892,0.108,0.0,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/lmRncp6va2,85
0.0,Thu Mar 29 07:41:04 +0000 2018,CNN,1.0,0.0,0.0,Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead https://t.co/AoxqHuBT4h,86
0.5719,Thu Mar 29 07:40:05 +0000 2018,CNN,0.709,0.0,0.291,Is art for pleasure or politics? https://t.co/Tht9kPmomp via @CNNStyle https://t.co/j216s534ZQ,87
-0.765,Thu Mar 29 07:22:05 +0000 2018,CNN,0.577,0.423,0.0,Disgraced Aussie cricketers returning home after ball tampering ban https://t.co/aCnN6T0EuB https://t.co/L29OhHuw8Y,88
-0.7845,Thu Mar 29 07:15:02 +0000 2018,CNN,0.588,0.341,0.071,Major companies are rushing to cut ties with top Australian cricket players who have been banned for cheating https://t.co/tADMGFEDRp,89
0.5267,Thu Mar 29 06:55:24 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/QUhA0Y7TPB,90
-0.5574,Thu Mar 29 06:43:06 +0000 2018,CNN,0.854,0.146,0.0,"At least 68 people have died in a blaze that engulfed a jail in the Venezuelan city of Valencia, according to the c… https://t.co/FVr5jPb0kM",91
0.2263,Thu Mar 29 06:42:21 +0000 2018,CNN,0.675,0.135,0.19,Boy in viral hug photo missing after family's car plunges off cliff https://t.co/nwFQnyi1GS,92
0.0,Thu Mar 29 06:31:05 +0000 2018,CNN,1.0,0.0,0.0,"13,000-year-old footprints were found off the Canadian coast https://t.co/bOr0PIbBNC https://t.co/TXFETKOcG4",93
0.0,Thu Mar 29 06:24:05 +0000 2018,CNN,1.0,0.0,0.0,"Kim Jong Un and Moon Jae-in are going to meet on April 27th for the first time since 2007, the two countries announ… https://t.co/DBjzJS8ErG",94
0.5267,Thu Mar 29 06:16:59 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/hbxtGVh4cr,95
-0.5267,Thu Mar 29 06:10:06 +0000 2018,CNN,0.707,0.212,0.082,"Trump's three-front legal war turns on sex, money and Russia | Analysis by @StCollinson https://t.co/WQOP3ShEXE https://t.co/jpwG3XLWym",96
0.0,Thu Mar 29 06:07:33 +0000 2018,CNN,1.0,0.0,0.0,RT @cnni: Historic meeting of North and South Korean leaders set for April 27th https://t.co/MCWvkJbFcp,97
0.0,Thu Mar 29 06:01:02 +0000 2018,CNN,1.0,0.0,0.0,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/zXJxncqU4g",98
0.0,Thu Mar 29 05:50:05 +0000 2018,CNN,1.0,0.0,0.0,"Nearly six years after being shot in the face and neck by the Taliban for advocating for the rights of girls, 20-ye… https://t.co/KczXJChwpU",99
-0.5106,Thu Mar 29 05:46:06 +0000 2018,CNN,0.829,0.171,0.0,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/7Nvy0XQNON",100
0.6486,Thu Mar 29 01:21:51 +0000 2018,FOX,0.706,0.063,0.231,RT @ShowtimeApollo: This week’s talent will have you texting and calling your friends. Don’t miss an all-new episode of #ShowtimeApollo TOM…,1
0.0,Thu Mar 29 00:02:00 +0000 2018,FOX,1.0,0.0,0.0,The 👏 girls 👏 are 👏 back 👏 — TONIGHT at 9/8c. #STAR https://t.co/ACg5bpWS9W,2
0.0,Wed Mar 28 23:45:34 +0000 2018,FOX,1.0,0.0,0.0,"RT @TwitterTV: Talk @EmpireFOX before the episode airs.

Watch the #EmpirePreShow right here. 👇

https://t.co/zb97km0uiT",3
0.0,Wed Mar 28 23:45:09 +0000 2018,FOX,1.0,0.0,0.0,RT @LAtoVegasFOX: ...And you can take that to Church. #LAtoVegas https://t.co/4BmOGPzIIi,4
0.0,Wed Mar 28 23:17:14 +0000 2018,FOX,1.0,0.0,0.0,RT @MasterChefJrFOX: Is your family a foodie family? Show us how you and your kids cook in the kitchen by using the hashtag #MCJatHome and…,5
0.2103,Wed Mar 28 20:32:00 +0000 2018,FOX,0.599,0.173,0.228,An embarrassing school dance with #TheMick? HECK YES. #BTS https://t.co/gGk2BVlxyP https://t.co/WuaxEIOtw0,6
0.0,Wed Mar 28 18:25:40 +0000 2018,FOX,1.0,0.0,0.0,RT @ShowtimeApollo: Can Robert Lamberti live up to George Michael’s legacy? Watch #ShowtimeApollo this Thursday on @FOXTV! https://t.co/7HW…,7
0.6696,Wed Mar 28 18:25:30 +0000 2018,FOX,0.791,0.0,0.209,"RT @LoveConnection: Love is in bloom this spring! 💕🌹 @Andy returns to host #LoveConnection, premiering May 29. https://t.co/7VsGi7oDDW",8
0.0,Wed Mar 28 18:25:22 +0000 2018,FOX,1.0,0.0,0.0,RT @DANCEonFOX: Surround yourself with people who will lift you higher! 👯 #WednesdayWisdom #SYTYCD https://t.co/ZF35GhBGI3,9
0.0,Wed Mar 28 16:04:00 +0000 2018,FOX,1.0,0.0,0.0,"Bring your sunnies, 'cause it's gonna get shady tonight. 😎 #Empire is back at 8/7c! https://t.co/hzIWmHvPIl",10
0.4843,Wed Mar 28 13:09:00 +0000 2018,FOX,0.726,0.0,0.274,Don't miss out on a party of biblical proportions. Stream #LAtoVegas now: https://t.co/nfqVfhytVZ https://t.co/BqbGNkXZFE,11
0.0,Wed Mar 28 00:00:01 +0000 2018,FOX,1.0,0.0,0.0,When you start a new diet. #Gotham https://t.co/NSqyaStoqc,12
0.0,Tue Mar 27 22:06:00 +0000 2018,FOX,1.0,0.0,0.0,Ask and you shall receive. #TheMick is all-new tonight at 9:30/8:30c. https://t.co/mtnW4eMrVd,13
0.0,Tue Mar 27 16:05:00 +0000 2018,FOX,1.0,0.0,0.0,THE queen is back TOMORROW at 8/7c. 🍪 #Empire https://t.co/Ozt5Q8vq9E,14
0.0772,Tue Mar 27 14:30:46 +0000 2018,FOX,0.909,0.0,0.091,We know you want to hang with the 😈. Watch #Lucifer here: https://t.co/h5bo0Rssi1 https://t.co/ATzlGP0wH2,15
0.3252,Mon Mar 26 23:07:00 +0000 2018,FOX,0.75,0.0,0.25,You're not gonna regret watching #Brooklyn99: https://t.co/8TLAOpmS6S https://t.co/0f6a4lTkd9,16
0.5423,Mon Mar 26 20:00:03 +0000 2018,FOX,0.769,0.0,0.231,"It's Bob's Barber now. Dad jokes aside, this episode of #BobsBurgers is shear comedy gold. ✂️… https://t.co/AHVVO96D4q",17
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,18
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,19
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,20
0.6486,Thu Mar 29 01:21:51 +0000 2018,FOX,0.706,0.063,0.231,RT @ShowtimeApollo: This week’s talent will have you texting and calling your friends. Don’t miss an all-new episode of #ShowtimeApollo TOM…,21
0.0,Thu Mar 29 00:02:00 +0000 2018,FOX,1.0,0.0,0.0,The 👏 girls 👏 are 👏 back 👏 — TONIGHT at 9/8c. #STAR https://t.co/ACg5bpWS9W,22
0.0,Wed Mar 28 23:45:34 +0000 2018,FOX,1.0,0.0,0.0,"RT @TwitterTV: Talk @EmpireFOX before the episode airs.

Watch the #EmpirePreShow right here. 👇

https://t.co/zb97km0uiT",23
0.0,Wed Mar 28 23:45:09 +0000 2018,FOX,1.0,0.0,0.0,RT @LAtoVegasFOX: ...And you can take that to Church. #LAtoVegas https://t.co/4BmOGPzIIi,24
0.0,Wed Mar 28 23:17:14 +0000 2018,FOX,1.0,0.0,0.0,RT @MasterChefJrFOX: Is your family a foodie family? Show us how you and your kids cook in the kitchen by using the hashtag #MCJatHome and…,25
0.2103,Wed Mar 28 20:32:00 +0000 2018,FOX,0.599,0.173,0.228,An embarrassing school dance with #TheMick? HECK YES. #BTS https://t.co/gGk2BVlxyP https://t.co/WuaxEIOtw0,26
0.0,Wed Mar 28 18:25:40 +0000 2018,FOX,1.0,0.0,0.0,RT @ShowtimeApollo: Can Robert Lamberti live up to George Michael’s legacy? Watch #ShowtimeApollo this Thursday on @FOXTV! https://t.co/7HW…,27
0.6696,Wed Mar 28 18:25:30 +0000 2018,FOX,0.791,0.0,0.209,"RT @LoveConnection: Love is in bloom this spring! 💕🌹 @Andy returns to host #LoveConnection, premiering May 29. https://t.co/7VsGi7oDDW",28
0.0,Wed Mar 28 18:25:22 +0000 2018,FOX,1.0,0.0,0.0,RT @DANCEonFOX: Surround yourself with people who will lift you higher! 👯 #WednesdayWisdom #SYTYCD https://t.co/ZF35GhBGI3,29
0.0,Wed Mar 28 16:04:00 +0000 2018,FOX,1.0,0.0,0.0,"Bring your sunnies, 'cause it's gonna get shady tonight. 😎 #Empire is back at 8/7c! https://t.co/hzIWmHvPIl",30
0.4843,Wed Mar 28 13:09:00 +0000 2018,FOX,0.726,0.0,0.274,Don't miss out on a party of biblical proportions. Stream #LAtoVegas now: https://t.co/nfqVfhytVZ https://t.co/BqbGNkXZFE,31
0.0,Wed Mar 28 00:00:01 +0000 2018,FOX,1.0,0.0,0.0,When you start a new diet. #Gotham https://t.co/NSqyaStoqc,32
0.0,Tue Mar 27 22:06:00 +0000 2018,FOX,1.0,0.0,0.0,Ask and you shall receive. #TheMick is all-new tonight at 9:30/8:30c. https://t.co/mtnW4eMrVd,33
0.0,Tue Mar 27 16:05:00 +0000 2018,FOX,1.0,0.0,0.0,THE queen is back TOMORROW at 8/7c. 🍪 #Empire https://t.co/Ozt5Q8vq9E,34
0.0772,Tue Mar 27 14:30:46 +0000 2018,FOX,0.909,0.0,0.091,We know you want to hang with the 😈. Watch #Lucifer here: https://t.co/h5bo0Rssi1 https://t.co/ATzlGP0wH2,35
0.3252,Mon Mar 26 23:07:00 +0000 2018,FOX,0.75,0.0,0.25,You're not gonna regret watching #Brooklyn99: https://t.co/8TLAOpmS6S https://t.co/0f6a4lTkd9,36
0.5423,Mon Mar 26 20:00:03 +0000 2018,FOX,0.769,0.0,0.231,"It's Bob's Barber now. Dad jokes aside, this episode of #BobsBurgers is shear comedy gold. ✂️… https://t.co/AHVVO96D4q",37
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,38
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,39
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,40
0.6486,Thu Mar 29 01:21:51 +0000 2018,FOX,0.706,0.063,0.231,RT @ShowtimeApollo: This week’s talent will have you texting and calling your friends. Don’t miss an all-new episode of #ShowtimeApollo TOM…,41
0.0,Thu Mar 29 00:02:00 +0000 2018,FOX,1.0,0.0,0.0,The 👏 girls 👏 are 👏 back 👏 — TONIGHT at 9/8c. #STAR https://t.co/ACg5bpWS9W,42
0.0,Wed Mar 28 23:45:34 +0000 2018,FOX,1.0,0.0,0.0,"RT @TwitterTV: Talk @EmpireFOX before the episode airs.

Watch the #EmpirePreShow right here. 👇

https://t.co/zb97km0uiT",43
0.0,Wed Mar 28 23:45:09 +0000 2018,FOX,1.0,0.0,0.0,RT @LAtoVegasFOX: ...And you can take that to Church. #LAtoVegas https://t.co/4BmOGPzIIi,44
0.0,Wed Mar 28 23:17:14 +0000 2018,FOX,1.0,0.0,0.0,RT @MasterChefJrFOX: Is your family a foodie family? Show us how you and your kids cook in the kitchen by using the hashtag #MCJatHome and…,45
0.2103,Wed Mar 28 20:32:00 +0000 2018,FOX,0.599,0.173,0.228,An embarrassing school dance with #TheMick? HECK YES. #BTS https://t.co/gGk2BVlxyP https://t.co/WuaxEIOtw0,46
0.0,Wed Mar 28 18:25:40 +0000 2018,FOX,1.0,0.0,0.0,RT @ShowtimeApollo: Can Robert Lamberti live up to George Michael’s legacy? Watch #ShowtimeApollo this Thursday on @FOXTV! https://t.co/7HW…,47
0.6696,Wed Mar 28 18:25:30 +0000 2018,FOX,0.791,0.0,0.209,"RT @LoveConnection: Love is in bloom this spring! 💕🌹 @Andy returns to host #LoveConnection, premiering May 29. https://t.co/7VsGi7oDDW",48
0.0,Wed Mar 28 18:25:22 +0000 2018,FOX,1.0,0.0,0.0,RT @DANCEonFOX: Surround yourself with people who will lift you higher! 👯 #WednesdayWisdom #SYTYCD https://t.co/ZF35GhBGI3,49
0.0,Wed Mar 28 16:04:00 +0000 2018,FOX,1.0,0.0,0.0,"Bring your sunnies, 'cause it's gonna get shady tonight. 😎 #Empire is back at 8/7c! https://t.co/hzIWmHvPIl",50
0.4843,Wed Mar 28 13:09:00 +0000 2018,FOX,0.726,0.0,0.274,Don't miss out on a party of biblical proportions. Stream #LAtoVegas now: https://t.co/nfqVfhytVZ https://t.co/BqbGNkXZFE,51
0.0,Wed Mar 28 00:00:01 +0000 2018,FOX,1.0,0.0,0.0,When you start a new diet. #Gotham https://t.co/NSqyaStoqc,52
0.0,Tue Mar 27 22:06:00 +0000 2018,FOX,1.0,0.0,0.0,Ask and you shall receive. #TheMick is all-new tonight at 9:30/8:30c. https://t.co/mtnW4eMrVd,53
0.0,Tue Mar 27 16:05:00 +0000 2018,FOX,1.0,0.0,0.0,THE queen is back TOMORROW at 8/7c. 🍪 #Empire https://t.co/Ozt5Q8vq9E,54
0.0772,Tue Mar 27 14:30:46 +0000 2018,FOX,0.909,0.0,0.091,We know you want to hang with the 😈. Watch #Lucifer here: https://t.co/h5bo0Rssi1 https://t.co/ATzlGP0wH2,55
0.3252,Mon Mar 26 23:07:00 +0000 2018,FOX,0.75,0.0,0.25,You're not gonna regret watching #Brooklyn99: https://t.co/8TLAOpmS6S https://t.co/0f6a4lTkd9,56
0.5423,Mon Mar 26 20:00:03 +0000 2018,FOX,0.769,0.0,0.231,"It's Bob's Barber now. Dad jokes aside, this episode of #BobsBurgers is shear comedy gold. ✂️… https://t.co/AHVVO96D4q",57
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,58
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,59
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,60
0.6486,Thu Mar 29 01:21:51 +0000 2018,FOX,0.706,0.063,0.231,RT @ShowtimeApollo: This week’s talent will have you texting and calling your friends. Don’t miss an all-new episode of #ShowtimeApollo TOM…,61
0.0,Thu Mar 29 00:02:00 +0000 2018,FOX,1.0,0.0,0.0,The 👏 girls 👏 are 👏 back 👏 — TONIGHT at 9/8c. #STAR https://t.co/ACg5bpWS9W,62
0.0,Wed Mar 28 23:45:34 +0000 2018,FOX,1.0,0.0,0.0,"RT @TwitterTV: Talk @EmpireFOX before the episode airs.

Watch the #EmpirePreShow right here. 👇

https://t.co/zb97km0uiT",63
0.0,Wed Mar 28 23:45:09 +0000 2018,FOX,1.0,0.0,0.0,RT @LAtoVegasFOX: ...And you can take that to Church. #LAtoVegas https://t.co/4BmOGPzIIi,64
0.0,Wed Mar 28 23:17:14 +0000 2018,FOX,1.0,0.0,0.0,RT @MasterChefJrFOX: Is your family a foodie family? Show us how you and your kids cook in the kitchen by using the hashtag #MCJatHome and…,65
0.2103,Wed Mar 28 20:32:00 +0000 2018,FOX,0.599,0.173,0.228,An embarrassing school dance with #TheMick? HECK YES. #BTS https://t.co/gGk2BVlxyP https://t.co/WuaxEIOtw0,66
0.0,Wed Mar 28 18:25:40 +0000 2018,FOX,1.0,0.0,0.0,RT @ShowtimeApollo: Can Robert Lamberti live up to George Michael’s legacy? Watch #ShowtimeApollo this Thursday on @FOXTV! https://t.co/7HW…,67
0.6696,Wed Mar 28 18:25:30 +0000 2018,FOX,0.791,0.0,0.209,"RT @LoveConnection: Love is in bloom this spring! 💕🌹 @Andy returns to host #LoveConnection, premiering May 29. https://t.co/7VsGi7oDDW",68
0.0,Wed Mar 28 18:25:22 +0000 2018,FOX,1.0,0.0,0.0,RT @DANCEonFOX: Surround yourself with people who will lift you higher! 👯 #WednesdayWisdom #SYTYCD https://t.co/ZF35GhBGI3,69
0.0,Wed Mar 28 16:04:00 +0000 2018,FOX,1.0,0.0,0.0,"Bring your sunnies, 'cause it's gonna get shady tonight. 😎 #Empire is back at 8/7c! https://t.co/hzIWmHvPIl",70
0.4843,Wed Mar 28 13:09:00 +0000 2018,FOX,0.726,0.0,0.274,Don't miss out on a party of biblical proportions. Stream #LAtoVegas now: https://t.co/nfqVfhytVZ https://t.co/BqbGNkXZFE,71
0.0,Wed Mar 28 00:00:01 +0000 2018,FOX,1.0,0.0,0.0,When you start a new diet. #Gotham https://t.co/NSqyaStoqc,72
0.0,Tue Mar 27 22:06:00 +0000 2018,FOX,1.0,0.0,0.0,Ask and you shall receive. #TheMick is all-new tonight at 9:30/8:30c. https://t.co/mtnW4eMrVd,73
0.0,Tue Mar 27 16:05:00 +0000 2018,FOX,1.0,0.0,0.0,THE queen is back TOMORROW at 8/7c. 🍪 #Empire https://t.co/Ozt5Q8vq9E,74
0.0772,Tue Mar 27 14:30:46 +0000 2018,FOX,0.909,0.0,0.091,We know you want to hang with the 😈. Watch #Lucifer here: https://t.co/h5bo0Rssi1 https://t.co/ATzlGP0wH2,75
0.3252,Mon Mar 26 23:07:00 +0000 2018,FOX,0.75,0.0,0.25,You're not gonna regret watching #Brooklyn99: https://t.co/8TLAOpmS6S https://t.co/0f6a4lTkd9,76
0.5423,Mon Mar 26 20:00:03 +0000 2018,FOX,0.769,0.0,0.231,"It's Bob's Barber now. Dad jokes aside, this episode of #BobsBurgers is shear comedy gold. ✂️… https://t.co/AHVVO96D4q",77
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,78
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,79
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,80
0.6486,Thu Mar 29 01:21:51 +0000 2018,FOX,0.706,0.063,0.231,RT @ShowtimeApollo: This week’s talent will have you texting and calling your friends. Don’t miss an all-new episode of #ShowtimeApollo TOM…,81
0.0,Thu Mar 29 00:02:00 +0000 2018,FOX,1.0,0.0,0.0,The 👏 girls 👏 are 👏 back 👏 — TONIGHT at 9/8c. #STAR https://t.co/ACg5bpWS9W,82
0.0,Wed Mar 28 23:45:34 +0000 2018,FOX,1.0,0.0,0.0,"RT @TwitterTV: Talk @EmpireFOX before the episode airs.

Watch the #EmpirePreShow right here. 👇

https://t.co/zb97km0uiT",83
0.0,Wed Mar 28 23:45:09 +0000 2018,FOX,1.0,0.0,0.0,RT @LAtoVegasFOX: ...And you can take that to Church. #LAtoVegas https://t.co/4BmOGPzIIi,84
0.0,Wed Mar 28 23:17:14 +0000 2018,FOX,1.0,0.0,0.0,RT @MasterChefJrFOX: Is your family a foodie family? Show us how you and your kids cook in the kitchen by using the hashtag #MCJatHome and…,85
0.2103,Wed Mar 28 20:32:00 +0000 2018,FOX,0.599,0.173,0.228,An embarrassing school dance with #TheMick? HECK YES. #BTS https://t.co/gGk2BVlxyP https://t.co/WuaxEIOtw0,86
0.0,Wed Mar 28 18:25:40 +0000 2018,FOX,1.0,0.0,0.0,RT @ShowtimeApollo: Can Robert Lamberti live up to George Michael’s legacy? Watch #ShowtimeApollo this Thursday on @FOXTV! https://t.co/7HW…,87
0.6696,Wed Mar 28 18:25:30 +0000 2018,FOX,0.791,0.0,0.209,"RT @LoveConnection: Love is in bloom this spring! 💕🌹 @Andy returns to host #LoveConnection, premiering May 29. https://t.co/7VsGi7oDDW",88
0.0,Wed Mar 28 18:25:22 +0000 2018,FOX,1.0,0.0,0.0,RT @DANCEonFOX: Surround yourself with people who will lift you higher! 👯 #WednesdayWisdom #SYTYCD https://t.co/ZF35GhBGI3,89
0.0,Wed Mar 28 16:04:00 +0000 2018,FOX,1.0,0.0,0.0,"Bring your sunnies, 'cause it's gonna get shady tonight. 😎 #Empire is back at 8/7c! https://t.co/hzIWmHvPIl",90
0.4843,Wed Mar 28 13:09:00 +0000 2018,FOX,0.726,0.0,0.274,Don't miss out on a party of biblical proportions. Stream #LAtoVegas now: https://t.co/nfqVfhytVZ https://t.co/BqbGNkXZFE,91
0.0,Wed Mar 28 00:00:01 +0000 2018,FOX,1.0,0.0,0.0,When you start a new diet. #Gotham https://t.co/NSqyaStoqc,92
0.0,Tue Mar 27 22:06:00 +0000 2018,FOX,1.0,0.0,0.0,Ask and you shall receive. #TheMick is all-new tonight at 9:30/8:30c. https://t.co/mtnW4eMrVd,93
0.0,Tue Mar 27 16:05:00 +0000 2018,FOX,1.0,0.0,0.0,THE queen is back TOMORROW at 8/7c. 🍪 #Empire https://t.co/Ozt5Q8vq9E,94
0.0772,Tue Mar 27 14:30:46 +0000 2018,FOX,0.909,0.0,0.091,We know you want to hang with the 😈. Watch #Lucifer here: https://t.co/h5bo0Rssi1 https://t.co/ATzlGP0wH2,95
0.3252,Mon Mar 26 23:07:00 +0000 2018,FOX,0.75,0.0,0.25,You're not gonna regret watching #Brooklyn99: https://t.co/8TLAOpmS6S https://t.co/0f6a4lTkd9,96
0.5423,Mon Mar 26 20:00:03 +0000 2018,FOX,0.769,0.0,0.231,"It's Bob's Barber now. Dad jokes aside, this episode of #BobsBurgers is shear comedy gold. ✂️… https://t.co/AHVVO96D4q",97
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,98
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,99
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,100
-0.6908,Thu Mar 29 08:45:03 +0000 2018,The New York Times,0.729,0.271,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",1
0.0,Thu Mar 29 08:30:08 +0000 2018,The New York Times,1.0,0.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",2
0.6908,Thu Mar 29 08:14:03 +0000 2018,The New York Times,0.737,0.0,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",3
-0.296,Thu Mar 29 08:02:06 +0000 2018,The New York Times,0.845,0.155,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,4
